Date	Arkengarthdale	East Cowton	Malham Tarn	Snaizeholme	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1	Skelton Tomorrow	Skelton - 1	Average Rainfall	Average River flow	Average Rainfall -1 day	Skelton + average Rain
1993-12-28	2.6	1.6	10.6	3.3	23.025	13.158	22.966	52.94	58.701	59.148	58.701	57.25	4.525	28.02225	2.925	57.464999999999996
1993-12-29	5.4	1.0	18.8	5.152	20.931	10.892	22.014	58.701	71.553	53.838	71.553	52.94	7.588000000000001	28.134500000000003	4.525	66.289
1993-12-30	6.8	0.0	20.567	6.2	21.462	9.895	25.405	71.553	84.848	56.763	84.848	58.701	8.39175	32.07875	7.588000000000001	79.94475
1993-12-31	6.8	0.0	20.767	6.6	23.354	10.532	31.141	84.848	91.94	65.027	91.94	71.553	8.54175	37.46875	8.39175	93.38974999999999
1994-01-01	4.4	0.4	15.567	5.3	25.654	12.107	34.008	91.94	93.591	71.769	93.591	84.848	6.41675	40.92725	8.54175	98.35675
1994-01-02	2.979	0.696	17.367	4.337	28.055	13.469	35.85	93.591	94.994	77.374	94.994	91.94	6.34475	42.741249999999994	6.41675	99.93575
1994-01-03	3.979	0.8	17.8	4.0	30.368	14.325	35.972	94.994	96.146	80.665	96.146	93.591	6.64475	43.91475	6.34475	101.63875
1994-01-04	3.979	0.8	17.2	4.0	32.524	14.66	35.718	96.146	97.046	82.901	97.046	94.994	6.49475	44.762	6.64475	102.64075
1994-01-05	3.779	0.4	27.6	3.2	34.574	14.746	39.184	97.046	97.691	88.504	97.691	96.146	8.744750000000002	46.3875	6.49475	105.79075
1994-01-06	2.4	0.104	17.2	3.111	36.507	14.813	42.042	97.691	98.08	93.362	98.08	97.046	5.70375	47.76325	8.744750000000002	103.39475
1994-01-07	0.0	0.6	11.6	2.8	38.166	14.863	41.125	98.08	98.21	94.155	98.21	97.691	3.75	48.058499999999995	5.70375	101.83
1994-01-08	0.0	0.8	16.8	4.0	39.395	14.895	37.37	98.21	86.6	91.66	86.6	98.08	5.4	47.4675	3.75	103.61
1994-01-09	1.8	2.6	14.0	6.4	39.344	14.062	36.057	86.6	100.1	89.463	100.1	98.21	6.199999999999999	44.01575	5.4	92.8
1994-01-10	1.8	3.2	13.6	5.2	38.799	13.796	34.639	100.1	113.6	87.235	113.6	86.6	5.95	46.8335	6.199999999999999	106.05
1994-01-11	3.2	4.0	17.8	7.6	37.937	13.552	35.631	113.6	113.25	87.121	113.25	100.1	8.15	50.18	5.95	121.75
1994-01-12	4.456	6.0	15.7	8.362	36.954	13.424	38.78	113.25	112.118	89.157	112.118	113.6	8.6295	50.602000000000004	8.15	121.87950000000001
1994-01-13	3.571	5.4	10.1	6.562	36.755	14.366	40.065	112.118	110.081	91.185	110.081	113.25	6.40825	50.826	8.6295	118.52624999999999
1994-01-14	4.088	4.8	20.9	7.0	36.633	14.978	42.642	110.081	107.016	94.252	107.016	112.118	9.197	51.0835	6.40825	119.278
1994-01-15	2.888	5.2	16.9	4.2	36.504	15.765	45.9	107.016	102.8	98.169	102.8	110.081	7.297	51.29625	9.197	114.313
1994-01-16	1.633	4.8	13.6	1.838	36.288	16.518	44.546	102.8	80.08	97.352	80.08	107.016	5.4677500000000006	50.038	7.297	108.26774999999999
1994-01-17	0.717	4.2	11.2	0.638	33.662	16.497	39.988	80.08	75.03	90.147	75.03	102.8	4.18875	42.556749999999994	5.4677500000000006	84.26875
1994-01-18	1.2	6.2	9.2	0.4	32.263	15.794	36.653	75.03	118.3	84.711	118.3	80.08	4.25	39.935	4.18875	79.28
1994-01-19	1.0	4.4	9.0	0.6	30.67	14.625	36.417	118.3	81.92	81.712	81.92	75.03	3.75	50.003	4.25	122.05
1994-01-20	1.0	2.6	10.679	4.0	28.67	13.356	35.715	81.92	71.77	77.74	71.77	118.3	4.56975	39.91525	3.75	86.48975
1994-01-21	1.0	2.0	14.679	5.4	28.345	12.531	37.131	71.77	68.35	78.007	68.35	81.92	5.76975	37.44425	4.56975	77.53975
1994-01-22	0.8	0.0	10.679	8.6	26.47	12.048	35.82	68.35	112.7	74.338	112.7	71.77	5.01975	35.672	5.76975	73.36975
1994-01-23	1.6	0.6	17.697	11.8	29.55	12.013	31.477	112.7	100.3	73.039	100.3	68.35	7.92425	46.435	5.01975	120.62425
1994-01-24	2.4	1.0	24.819	11.8	30.0	12.259	32.383	100.3	111.6	74.641	111.6	112.7	10.00475	43.7355	7.92425	110.30475
1994-01-25	3.075	2.4	30.317	13.288	34.5	12.781	33.421	111.6	111.373	80.702	111.373	100.3	12.27	48.0755	10.00475	123.86999999999999
1994-01-26	2.675	2.6	35.117	12.288	39.18	13.558	34.943	111.373	110.74	87.681	110.74	111.6	13.169999999999998	49.7635	12.27	124.543
1994-01-27	2.0	2.049	35.098	10.6	38.733	14.306	35.95	110.74	109.774	88.989	109.774	111.373	12.43675	49.932249999999996	13.169999999999998	123.17675
1994-01-28	1.2	1.649	30.498	8.6	40.883	14.924	36.325	109.774	108.547	92.133	108.547	110.74	10.48675	50.4765	12.43675	120.26075
1994-01-29	1.725	0.249	26.3	7.612	39.18	15.484	36.602	108.547	107.131	91.265	107.131	109.774	8.9715	49.95325	10.48675	117.5185
1994-01-30	1.925	0.049	17.5	8.012	37.22	15.95	36.893	107.131	105.6	90.063	105.6	108.547	6.8715	49.298500000000004	8.9715	114.0025
1994-01-31	2.2	0.0	10.7	7.3	35.517	16.287	37.314	105.6	103.2	89.118	103.2	107.131	5.05	48.6795	6.8715	110.64999999999999
1994-02-01	2.35	2.4	6.551	6.324	36.592	16.372	39.178	103.2	102.578	92.142	102.578	105.6	4.40625	48.835499999999996	5.05	107.60625
1994-02-02	1.15	2.4	1.251	4.424	37.912	16.538	42.349	102.578	102.1	96.799	102.1	103.2	2.3062500000000004	49.84425	4.40625	104.88425000000001
1994-02-03	0.55	2.4	0.651	4.824	39.292	16.782	42.49	102.1	101.527	98.564	101.527	102.578	2.10625	50.166	2.3062500000000004	104.20625
1994-02-04	0.15	2.4	0.451	3.824	40.771	17.125	43.872	101.527	100.801	101.768	100.801	102.1	1.7062499999999998	50.823750000000004	2.10625	103.23325
1994-02-05	0.2	0.4	1.0	4.6	39.988	17.638	45.19	100.801	99.39	102.817	99.39	101.527	1.5499999999999998	50.904250000000005	1.7062499999999998	102.351
1994-02-06	0.2	0.6	4.4	6.2	39.422	17.105	42.825	99.39	89.16	99.352	89.16	100.801	2.85	49.685500000000005	1.5499999999999998	102.24
1994-02-07	0.2	0.6	4.2	3.8	37.922	16.272	41.945	89.16	70.76	96.138	70.76	99.39	2.2	46.324749999999995	2.85	91.36
1994-02-08	2.2	1.0	13.4	4.05	34.542	14.708	38.805	70.76	84.77	88.055	84.77	89.16	5.1625000000000005	39.70375	2.2	75.9225
1994-02-09	2.0	0.6	13.2	2.85	33.15	12.759	38.031	84.77	68.28	83.94	68.28	70.76	4.6625	42.177499999999995	5.1625000000000005	89.43249999999999
1994-02-10	2.0	0.4	10.0	1.05	29.225	11.217	34.941	68.28	56.59	75.383	56.59	84.77	3.3625000000000003	35.91575	4.6625	71.6425
1994-02-11	2.0	0.4	9.8	0.25	25.775	9.669	31.954	56.59	50.53	67.398	50.53	68.28	3.1125000000000003	30.997	3.3625000000000003	59.7025
1994-02-12	0.0	0.0	0.6	0.0	23.75	8.582	28.974	50.53	46.39	61.305	46.39	56.59	0.15	27.959	3.1125000000000003	50.68
1994-02-13	0.0	0.0	0.2	0.0	19.375	7.711	21.574	46.39	41.9	48.66	41.9	50.53	0.05	23.7625	0.15	46.44
1994-02-14	0.0	0.0	0.0	0.0	17.3	7.202	18.243	41.9	39.99	42.745	39.99	46.39	0.0	21.161250000000003	0.05	41.9
1994-02-15	1.0	0.6	0.0	0.0	15.85	6.871	15.97	39.99	35.09	38.691	35.09	41.9	0.4	19.670250000000003	0.0	40.39
1994-02-16	3.0	2.4	3.0	0.4	14.775	6.559	14.343	35.09	36.73	35.677	36.73	39.99	2.2	17.69175	0.4	37.290000000000006
1994-02-17	3.0	2.4	3.4	1.2	14.025	6.188	13.214	36.73	33.65	33.427	33.65	35.09	2.5	17.53925	2.2	39.23
1994-02-18	3.0	2.4	3.4	1.2	13.575	5.967	12.616	33.65	31.7	32.159	31.7	36.73	2.5	16.451999999999998	2.5	36.15
1994-02-19	2.0	1.8	3.4	1.2	13.25	5.714	12.211	31.7	30.31	31.175	30.31	33.65	2.0999999999999996	15.71875	2.5	33.8
1994-02-20	0.6	0.8	0.4	0.8	12.925	5.484	11.809	30.31	28.78	30.218	28.78	31.7	0.6499999999999999	15.131999999999998	2.0999999999999996	30.959999999999997
1994-02-21	1.4	3.8	0.4	0.4	12.575	5.359	11.404	28.78	27.88	29.338	27.88	30.31	1.5	14.529499999999999	0.6499999999999999	30.28
1994-02-22	1.8	4.4	0.8	0.8	12.15	5.12	10.878	27.88	31.49	28.148	31.49	28.78	1.95	14.007	1.5	29.83
1994-02-23	3.2	5.8	0.8	0.8	11.725	4.941	10.41	31.49	30.35	27.076	30.35	27.88	2.6500000000000004	14.6415	1.95	34.14
1994-02-24	2.8	5.0	0.8	2.2	11.45	4.868	10.078	30.35	32.17	26.396	32.17	31.49	2.7	14.186499999999999	2.6500000000000004	33.050000000000004
1994-02-25	2.511	2.363	0.4	5.8	11.55	5.014	10.135	32.17	86.82	26.699	86.82	30.35	2.7685000000000004	14.71725	2.7	34.938500000000005
1994-02-26	3.2	2.8	4.7	9.364	19.325	5.542	13.832	86.82	94.509	38.7	94.509	32.17	5.016	31.379749999999998	2.7685000000000004	91.836
1994-02-27	3.2	2.8	14.1	13.203	27.127	6.55	18.861	94.509	100.53	52.538	100.53	86.82	8.32575	36.76175	5.016	102.83475
1994-02-28	3.2	3.0	20.7	15.403	34.801	8.186	24.785	100.53	105.059	67.772	105.059	94.509	10.57575	42.075500000000005	8.32575	111.10575
1994-03-01	2.689	2.637	21.1	11.403	42.02	10.323	31.129	105.059	108.273	83.471	108.273	100.53	9.45725	47.13275	10.57575	114.51625
1994-03-02	1.6	2.6	25.2	10.839	41.457	12.707	34.767	108.273	110.351	88.931	110.351	105.059	10.05975	49.301	9.45725	118.33274999999999
1994-03-03	0.298	3.8	20.8	9.124	40.737	14.977	37.97	110.351	111.467	93.683	111.467	108.273	8.5055	51.00875	10.05975	118.8565
1994-03-04	0.498	3.6	15.4	6.124	39.963	16.771	41.376	111.467	111.8	98.11	111.8	110.351	6.4055	52.39425	8.5055	117.8725
1994-03-05	3.298	4.4	19.0	6.3	39.243	17.106	45.898	111.8	103.5	102.246	103.5	111.467	8.2495	53.511750000000006	6.4055	120.0495
1994-03-06	3.898	3.4	20.4	2.9	38.68	16.41	45.428	103.5	116.9	100.518	116.9	111.8	7.6495	51.0045	8.2495	111.1495
1994-03-07	4.0	0.8	24.337	0.776	39.049	15.086	43.442	116.9	108.8	97.577	108.8	103.5	7.47825	53.61925	7.6495	124.37825000000001
1994-03-08	6.0	0.8	29.211	0.176	39.173	13.516	40.026	108.8	94.984	92.715	94.984	116.9	9.04675	50.37875	7.47825	117.84675
1994-03-09	3.8	0.0	28.211	1.8	37.299	12.929	34.578	94.984	77.91	84.806	77.91	108.8	8.452749999999998	44.947500000000005	9.04675	103.43674999999999
1994-03-10	3.2	0.0	18.011	1.8	33.674	12.322	33.106	77.91	59.87	79.103	59.87	94.984	5.75275	39.253	8.452749999999998	83.66275
1994-03-11	4.8	0.0	16.874	2.733	29.424	11.756	32.053	59.87	76.8	73.233	76.8	77.91	6.10175	33.27575	5.75275	65.97175
1994-03-12	6.0	0.0	17.2	5.4	26.624	11.336	32.961	76.8	76.395	70.922	76.395	59.87	7.15	36.93025	6.10175	83.95
1994-03-13	9.0	0.0	19.2	7.2	27.062	11.722	35.162	76.395	75.17	73.946	75.17	76.8	8.85	37.58525	7.15	85.24499999999999
1994-03-14	11.2	0.0	28.0	9.7	30.087	13.445	38.422	75.17	73.107	81.954	73.107	76.395	12.225000000000001	39.281	8.85	87.39500000000001
1994-03-15	9.8	0.0	22.2	10.167	33.237	15.055	42.242	73.107	70.19	90.534	70.19	75.17	10.54175	40.91025	12.225000000000001	83.64875
1994-03-16	6.6	3.2	21.4	13.3	31.262	15.476	40.964	70.19	59.56	87.703	59.56	73.107	11.125	39.473	10.54175	81.315
1994-03-17	3.4	3.2	19.0	12.3	27.625	14.749	37.498	59.56	54.1	79.872	54.1	70.19	9.475000000000001	34.858000000000004	11.125	69.035
1994-03-18	1.8	4.2	18.2	14.0	23.075	12.987	32.946	54.1	58.46	69.008	58.46	59.56	9.55	30.777	9.475000000000001	63.650000000000006
1994-03-19	1.8	4.2	16.4	12.6	18.8	11.15	28.465	58.46	46.14	58.415	46.14	54.1	8.75	29.21875	9.55	67.21000000000001
1994-03-20	1.6	1.0	10.8	7.0	17.825	9.57	25.635	46.14	39.57	53.03	39.57	58.46	5.1	24.7925	8.75	51.24
1994-03-21	1.2	1.0	8.2	4.4	16.975	8.059	22.993	39.57	46.12	48.026	46.12	46.14	3.6999999999999997	21.899250000000002	5.1	43.27
1994-03-22	1.0	0.0	5.2	0.217	17.45	6.744	24.776	46.12	110.0	48.97	110.0	39.57	1.60425	23.7725	3.6999999999999997	47.72425
1994-03-23	0.9	0.6	7.5	0.296	18.712	6.992	28.057	110.0	106.775	53.761	106.775	46.12	2.324	40.94025	1.60425	112.324
1994-03-24	0.9	0.6	7.5	0.296	21.994	9.065	34.529	106.775	98.098	65.589	98.098	110.0	2.324	43.09075	2.324	109.099
1994-03-25	3.1	0.6	7.5	4.896	26.244	11.733	42.446	98.098	85.47	80.423	85.47	106.775	4.024	44.630250000000004	2.324	102.122
1994-03-26	2.7	0.6	2.5	4.879	27.719	13.376	42.103	85.47	56.22	83.199	56.22	98.098	2.66975	42.167	4.024	88.13974999999999
1994-03-27	4.6	0.2	7.4	5.419	25.932	12.954	38.033	56.22	64.34	76.92	64.34	85.47	4.40475	33.28475	2.66975	60.62475
1994-03-28	5.2	0.2	9.2	7.019	23.075	11.807	36.424	64.34	59.25	71.306	59.25	56.22	5.40475	33.911500000000004	4.40475	69.74475000000001
1994-03-29	3.6	0.2	9.2	5.619	19.675	9.917	32.188	59.25	50.76	61.78	50.76	64.34	4.65475	30.2575	5.40475	63.90475
1994-03-30	6.2	1.8	13.8	9.319	17.3	8.892	29.835	50.76	52.42	56.027	52.42	59.25	7.77975	26.69675	4.65475	58.53975
1994-03-31	5.978	3.637	10.976	11.648	17.95	8.828	32.047	52.42	78.119	58.824	78.119	50.76	8.059750000000001	27.81125	7.77975	60.47975
1994-04-01	6.0	5.837	13.685	11.4	19.996	10.092	31.576	78.119	102.4	61.664	102.4	52.42	9.2305	34.945750000000004	8.059750000000001	87.3495
1994-04-02	5.6	5.837	18.085	9.0	23.021	11.106	33.692	102.4	65.1	67.819	65.1	78.119	9.6305	42.55475	9.2305	112.0305
1994-04-03	5.2	4.637	17.253	6.1	23.996	11.502	36.397	65.1	98.21	71.895	98.21	102.4	8.2975	34.24875	9.6305	73.3975
1994-04-04	6.622	2.8	15.876	3.952	26.021	13.01	37.134	98.21	73.44	76.165	73.44	65.1	7.3125	43.59375	8.2975	105.5225
1994-04-05	8.4	2.0	21.968	2.9	25.05	12.132	37.536	73.44	79.44	74.719	79.44	98.21	8.817	37.039500000000004	7.3125	82.257
1994-04-06	8.2	2.0	17.568	2.3	24.65	11.516	37.22	79.44	72.78	73.386	72.78	73.44	7.517	38.2065	8.817	86.957
1994-04-07	6.415	4.8	25.0	2.789	26.475	11.641	38.339	72.78	91.78	76.455	91.78	79.44	9.751000000000001	37.30875	7.517	82.531
1994-04-08	4.2	7.0	29.3	5.3	27.05	11.871	40.075	91.78	87.236	78.996	87.236	72.78	11.45	42.694	9.751000000000001	103.23
1994-04-09	3.2	5.6	22.5	9.2	30.9	12.675	42.43	87.236	77.52	86.005	77.52	91.78	10.125	43.310249999999996	11.45	97.361
1994-04-10	3.2	6.0	28.3	9.0	29.075	13.194	41.727	77.52	61.35	83.996	61.35	87.236	11.625	40.379	10.125	89.145
1994-04-11	2.785	2.8	17.3	7.911	27.375	12.92	39.321	61.35	55.09	79.615	55.09	77.52	7.699	35.2415	11.625	69.049
1994-04-12	4.8	0.4	11.2	6.2	24.525	11.833	35.579	55.09	63.07	71.937	63.07	61.35	5.6499999999999995	31.75675	7.699	60.74
1994-04-13	3.2	0.4	7.4	1.8	20.8	10.929	29.784	63.07	47.63	61.513	47.63	55.09	3.2	31.14575	5.6499999999999995	66.27
1994-04-14	3.2	0.0	1.6	1.8	19.525	10.031	25.401	47.63	39.93	54.957	39.93	63.07	1.6500000000000001	25.646749999999997	3.2	49.28
1994-04-15	3.4	0.0	1.6	1.6	17.875	9.791	22.136	39.93	35.34	49.802	35.34	47.63	1.65	22.433	1.6500000000000001	41.58
1994-04-16	0.4	0.0	0.2	0.0	16.175	8.956	18.426	35.34	32.17	43.557	32.17	39.93	0.15000000000000002	19.72425	1.65	35.49
1994-04-17	0.4	0.0	0.4	0.2	13.325	8.091	15.064	32.17	28.26	36.479	28.26	35.34	0.25	17.1625	0.15000000000000002	32.42
1994-04-18	0.4	0.0	0.8	0.2	12.025	6.995	13.394	28.26	26.28	32.414	26.28	32.17	0.35000000000000003	15.168500000000002	0.25	28.610000000000003
1994-04-19	0.2	0.0	2.2	0.4	11.275	5.937	12.367	26.28	25.77	29.578	25.77	28.26	0.7000000000000001	13.96475	0.35000000000000003	26.98
1994-04-20	3.8	2.0	8.0	1.475	10.85	5.02	11.6	25.77	29.29	27.469	29.29	26.28	3.81875	13.309999999999999	0.7000000000000001	29.58875
1994-04-21	4.8	3.4	11.6	3.075	11.3	4.155	12.061	29.29	39.38	27.516	39.38	25.77	5.718749999999999	14.2015	3.81875	35.00875
1994-04-22	7.0	4.2	14.6	4.564	13.075	4.031	15.806	39.38	73.41	32.912	73.41	29.29	7.590999999999999	18.073	5.718749999999999	46.971000000000004
1994-04-23	8.1	4.477	14.752	5.275	18.75	4.778	24.744	73.41	80.79	48.271	80.79	39.38	8.151	30.420499999999997	7.590999999999999	81.56099999999999
1994-04-24	4.3	2.477	9.352	4.8	24.675	5.22	29.936	80.79	48.35	59.831	48.35	73.41	5.23225	35.15525	8.151	86.02225
1994-04-25	5.9	3.877	12.952	8.0	25.8	5.726	31.633	48.35	49.5	63.159	49.5	80.79	7.68225	27.87725	5.23225	56.032250000000005
1994-04-26	4.5	3.077	12.152	8.111	25.675	6.282	31.716	49.5	39.69	63.673	39.69	48.35	6.96	28.29325	7.68225	56.46
1994-04-27	4.2	2.8	12.2	9.0	20.9	5.623	24.221	39.69	37.65	50.744	37.65	49.5	7.05	22.6085	6.96	46.739999999999995
1994-04-28	5.2	2.8	12.2	14.2	16.725	5.129	22.982	37.65	52.87	44.836	52.87	39.69	8.6	20.621499999999997	7.05	46.25
1994-04-29	2.6	0.0	4.8	9.2	17.825	4.55	23.207	52.87	34.32	45.582	34.32	37.65	4.15	24.613	8.6	57.019999999999996
1994-04-30	1.8	0.0	2.2	7.6	16.825	3.904	19.97	34.32	27.22	40.699	27.22	52.87	2.9	18.75475	4.15	37.22
1994-05-01	1.0	0.0	0.4	6.2	16.05	3.646	18.646	27.22	24.07	38.342	24.07	34.32	1.9	16.3905	2.9	29.119999999999997
1994-05-02	0.2	0.0	0.0	0.4	14.2	3.444	14.608	24.07	22.46	32.252	22.46	27.22	0.15000000000000002	14.080499999999999	1.9	24.22
1994-05-03	0.8	0.0	0.8	1.2	11.11	3.301	11.469	22.46	21.27	25.88	21.27	24.07	0.7	12.085	0.15000000000000002	23.16
1994-05-04	1.4	0.0	4.079	3.752	10.065	3.196	10.22	21.27	24.27	23.481	24.27	22.46	2.3077499999999995	11.187750000000001	0.7	23.577749999999998
1994-05-05	3.4	1.6	9.279	7.152	10.165	3.197	10.52	24.27	37.69	23.882	37.69	21.27	5.35775	12.038	2.3077499999999995	29.62775
1994-05-06	3.6	1.6	10.279	7.552	11.965	3.243	13.59	37.69	31.42	28.798	31.42	24.27	5.75775	16.622	5.35775	43.44775
1994-05-07	3.4	3.4	10.879	7.352	12.555	3.28	14.399	31.42	24.05	30.234	24.05	37.69	6.25775	15.413499999999999	5.75775	37.67775
1994-05-08	2.8	3.4	7.6	4.8	12.682	3.324	14.751	24.05	20.81	30.757	20.81	31.42	4.6499999999999995	13.70175	6.25775	28.7
1994-05-09	0.8	1.8	3.0	1.0	12.012	3.213	13.778	20.81	18.95	29.003	18.95	24.05	1.65	12.45325	4.6499999999999995	22.459999999999997
1994-05-10	0.4	1.8	2.0	0.6	9.757	3.069	10.142	18.95	17.92	22.967	17.92	20.81	1.2	10.4795	1.65	20.15
1994-05-11	0.0	0.0	0.6	0.0	8.71	2.936	8.896	17.92	16.88	20.541	16.88	18.95	0.15	9.6155	1.2	18.07
1994-05-12	0.0	0.0	0.6	0.0	8.165	2.777	8.097	16.88	16.09	19.038	16.09	17.92	0.15	8.97975	0.15	17.029999999999998
1994-05-13	0.0	0.0	0.0	0.0	7.775	2.711	7.568	16.09	15.39	18.054	15.39	16.88	0.0	8.536000000000001	0.15	16.09
1994-05-14	0.0	0.0	0.0	0.0	7.48	2.671	7.227	15.39	19.78	17.377	19.78	16.09	0.0	8.192	0.0	15.39
1994-05-15	0.0	0.0	3.6	0.2	7.54	3.403	7.355	19.78	25.57	18.298	25.57	15.39	0.9500000000000001	9.5195	0.0	20.73
1994-05-16	0.0	0.0	3.8	0.6	8.252	3.781	8.407	25.57	22.02	20.44	22.02	19.78	1.0999999999999999	11.502500000000001	0.9500000000000001	26.67
1994-05-17	0.0	0.0	3.8	0.6	8.582	3.93	8.923	22.02	18.69	21.435	18.69	25.57	1.0999999999999999	10.86375	1.0999999999999999	23.12
1994-05-18	0.0	0.0	3.8	0.6	8.682	3.99	9.134	18.69	16.56	21.807	16.56	22.02	1.0999999999999999	10.124	1.0999999999999999	19.790000000000003
1994-05-19	0.0	0.0	0.2	0.4	8.432	3.252	8.828	16.56	15.76	20.512	15.76	18.69	0.15000000000000002	9.268	1.0999999999999999	16.709999999999997
1994-05-20	0.0	0.0	0.0	0.0	7.595	2.868	7.64	15.76	15.64	18.103	15.64	16.56	0.0	8.46575	0.15000000000000002	15.76
1994-05-21	2.2	1.2	0.8	0.0	7.187	2.836	7.068	15.64	26.65	17.091	26.65	15.76	1.05	8.18275	0.0	16.69
1994-05-22	3.3	2.1	2.2	0.4	8.937	3.728	10.113	26.65	43.22	22.779	43.22	15.64	2.0	12.357	1.05	28.65
1994-05-23	3.3	2.5	2.4	0.4	11.725	4.387	11.834	43.22	26.34	27.946	26.34	26.65	2.15	17.7915	2.0	45.37
1994-05-24	3.3	2.5	2.4	0.4	12.612	4.734	12.531	26.34	20.46	29.877	20.46	43.22	2.15	14.05425	2.15	28.49
1994-05-25	1.1	1.3	1.6	0.4	13.005	4.812	12.827	20.46	17.6	30.643	17.6	26.34	1.1	12.776	2.15	21.560000000000002
1994-05-26	0.0	0.4	0.2	0.0	11.27	3.948	9.618	17.6	15.84	24.835	15.84	20.46	0.15000000000000002	10.609	1.1	17.75
1994-05-27	0.0	0.0	0.0	0.0	8.442	3.298	7.738	15.84	15.36	19.478	15.36	17.6	0.0	8.8295	0.15000000000000002	15.84
1994-05-28	0.0	0.0	0.0	0.0	7.427	2.946	6.873	15.36	14.36	17.246	14.36	15.84	0.0	8.151499999999999	0.0	15.36
1994-05-29	0.0	0.0	0.0	0.0	6.875	2.738	6.368	14.36	13.71	15.981	13.71	15.36	0.0	7.58525	0.0	14.36
1994-05-30	0.0	0.0	0.0	0.0	6.505	2.622	6.051	13.71	13.4	15.178	13.4	14.36	0.0	7.2219999999999995	0.0	13.71
1994-05-31	0.0	0.0	0.0	0.0	6.225	2.55	5.808	13.4	13.19	14.583	13.19	13.71	0.0	6.995749999999999	0.0	13.4
1994-06-01	1.2	2.0	3.6	2.6	5.997	2.512	5.624	13.19	13.48	14.134	13.48	13.4	2.35	6.83075	0.0	15.54
1994-06-02	1.4	3.8	5.8	3.0	5.907	2.551	5.521	13.48	14.07	13.979	14.07	13.19	3.5	6.86475	2.35	16.98
1994-06-03	2.3	6.0	8.1	3.247	5.93	2.604	5.485	14.07	14.91	14.018	14.91	13.48	4.91175	7.02225	3.5	18.981749999999998
1994-06-04	3.9	7.6	10.5	3.447	6.437	2.641	5.881	14.91	18.63	14.959	18.63	14.07	6.36175	7.46725	4.91175	21.27175
1994-06-05	2.9	6.2	7.3	1.047	7.2	2.626	6.346	18.63	15.57	16.171	15.57	14.91	4.36175	8.7005	6.36175	22.99175
1994-06-06	2.7	4.4	9.3	3.047	7.402	2.54	6.513	15.57	13.47	16.455	13.47	18.63	4.861750000000001	8.00625	4.36175	20.43175
1994-06-07	1.8	2.2	7.0	2.8	7.42	2.452	6.703	13.47	14.56	16.575	14.56	15.57	3.45	7.51125	4.861750000000001	16.92
1994-06-08	0.2	0.6	5.4	3.2	7.01	2.38	6.565	14.56	12.86	15.954	12.86	13.47	2.35	7.62875	3.45	16.91
1994-06-09	0.6	0.0	14.4	5.0	6.21	2.338	6.171	12.86	11.88	14.719	11.88	14.56	5.0	6.89475	2.35	17.86
1994-06-10	0.6	0.0	10.2	2.6	5.852	2.312	5.97	11.88	11.64	14.134	11.64	12.86	3.3499999999999996	6.503500000000001	5.0	15.23
1994-06-11	0.6	0.0	10.2	2.6	5.585	2.283	5.681	11.64	11.22	13.549	11.22	11.88	3.3499999999999996	6.29725	3.3499999999999996	14.99
1994-06-12	0.6	0.0	9.4	2.0	5.262	2.256	5.28	11.22	11.18	12.799	11.18	11.64	3.0	6.0045	3.3499999999999996	14.22
1994-06-13	0.0	0.0	0.0	0.0	5.08	2.242	5.018	11.18	10.71	12.34	10.71	11.22	0.0	5.88	3.0	11.18
1994-06-14	0.0	0.0	0.0	0.0	4.905	2.196	4.769	10.71	10.25	11.869	10.25	11.18	0.0	5.6450000000000005	0.0	10.71
1994-06-15	0.0	0.0	0.0	0.0	4.737	2.138	4.537	10.25	10.03	11.412	10.03	10.71	0.0	5.4155	0.0	10.25
1994-06-16	0.4	0.8	1.6	0.8	4.61	2.094	4.337	10.03	10.3	11.041	10.3	10.25	0.9000000000000001	5.2677499999999995	0.0	10.93
1994-06-17	0.4	0.8	1.8	0.8	4.55	2.055	4.206	10.3	10.18	10.81	10.18	10.03	0.95	5.27775	0.9000000000000001	11.25
1994-06-18	0.8	0.8	3.4	2.8	4.537	2.043	4.14	10.18	10.37	10.721	10.37	10.3	1.95	5.225	0.95	12.129999999999999
1994-06-19	1.2	0.8	4.9	6.6	4.53	2.051	4.217	10.37	13.63	10.798	13.63	10.18	3.375	5.292	1.95	13.745
1994-06-20	0.8	0.0	4.7	5.8	4.792	2.063	5.075	13.63	14.19	11.93	14.19	10.37	2.825	6.390000000000001	3.375	16.455000000000002
1994-06-21	3.2	2.0	6.0	5.9	4.945	2.095	6.738	14.19	26.89	13.777	26.89	13.63	4.275	6.992000000000001	2.825	18.465
1994-06-22	2.8	2.0	6.0	4.1	6.15	2.17	9.694	26.89	18.78	18.014	18.78	14.19	3.725	11.226	4.275	30.615000000000002
1994-06-23	2.4	2.0	5.6	0.3	6.647	2.177	10.556	18.78	13.75	19.38	13.75	26.89	2.575	9.54	3.725	21.355
1994-06-24	4.6	2.0	12.8	3.7	6.565	2.153	10.213	13.75	12.5	18.93	12.5	18.78	5.7749999999999995	8.17025	2.575	19.525
1994-06-25	2.2	0.0	11.3	3.6	6.507	2.198	8.912	12.5	12.76	17.617	12.76	13.75	4.275	7.52925	5.7749999999999995	16.775
1994-06-26	2.2	0.0	10.7	7.4	5.532	2.13	6.439	12.76	12.27	14.101	12.27	12.5	5.074999999999999	6.715249999999999	4.275	17.835
